time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,shipping_mem,user_mem,user-db_mem,carts_lod,catalogue_lod,shipping_lod,carts_lat_50,catalogue_lat_50,shipping_lat_50,carts_lat_90,catalogue_lat_90,shipping_lat_90,carts_lat_99,catalogue_lat_99,shipping_lat_99
1652821960,2.461205325801727,67.32942858682675,1.475334119300416,0.14326384081135635,15.352358792972806,0.8964948712601749,0.49395437262355635,99.9981638046994,0.19137227401369628,0.8026925079023213,0.27269828857075173,1.6890405744854577,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159322112,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1.1333333333333333,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.0049499999999999995
1652821961,2.461205325801727,67.32942858682675,1.475334119300416,0.14326384081135635,15.352358792972806,0.8964948712601749,0.49395437262355635,99.9981638046994,0.1975060990433825,0.8026925079023213,0.2646977520130064,1.6890405744854577,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159322112,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1.1333333333333333,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.0049499999999999995
1652821962,2.461205325801727,67.32942858682675,1.475334119300416,0.13940744750895798,15.352358792972806,0.8964948712601749,0.38926348753695256,99.9981638046994,0.27602212633588136,0.8026925079023213,0.256697215455261,1.6890405744854577,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159322112,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.00495
1652821963,2.461205325801727,67.32942858682675,1.475334119300416,0.13940744750895798,15.352358792972806,0.8964948712601749,0.3782867237008735,99.9981638046994,0.27602212633588136,0.8026925079023213,0.24869667889751557,1.6595847476172476,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159322112,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.00495
1652821964,2.461205325801727,67.32942858682675,1.475334119300416,0.13940744750895798,15.352358792972806,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.24069614233977019,1.6595847476172476,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.00495
1652821965,2.461205325801727,67.32942858682675,1.475334119300416,0.13940744750895798,15.352358792972806,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.2326956057820248,1.6595847476172476,1.2491334249814998,333045760,194355200,10465280,431575040,111243264,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.2,17.76666666666667,1,0.3,0.027989130434782614,0.0025,1.4902439024390235,0.05835937500000005,0.0045000000000000005,2.399024390243902,0.0958359375,0.00495
1652821966,2.461205325801727,67.32942858682675,1.475334119300416,0.07398638142237383,14.90934980222121,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.2246950692242794,1.6595847476172476,1.2491334249814998,333045760,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821967,1.9687865069234072,67.32942858682675,1.475334119300416,0.07691525919531922,14.90934980222121,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.28418935486317193,1.6595847476172476,1.2491334249814998,333045760,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821968,2.640679998074346,67.32942858682675,1.475334119300416,0.07984413696826463,14.90934980222121,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.28418935486317193,1.6595847476172476,1.2491334249814998,332918784,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821969,2.640679998074346,67.32942858682675,1.475334119300416,0.08277301474121004,14.69797511748771,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.28418935486317193,1.6595847476172476,1.2491334249814998,332918784,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821970,2.640679998074346,67.32942858682675,1.1053694999838484,0.08570189251415544,14.69797511748771,0.8964948712601749,0.48180814946724587,99.9981638046994,0.27602212633588136,0.8026925079023213,0.28418935486317193,1.6595847476172476,1.2491334249814998,332918784,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14503936,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821971,2.640679998074346,67.32942858682675,1.0725842973327282,0.08863077028710084,14.69797511748771,0.8964948712601749,0.48180814946724587,73.48170869937748,0.27602212633588136,0.8026925079023213,0.28418935486317193,1.6769711667719394,1.2491334249814998,332918784,194355200,10465280,431575040,111349760,328773632,159477760,225169408,267083776,95178752,305631232,14639104,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821972,2.640679998074346,48.5721978872989,1.0397990946816076,0.09155964806004624,14.69797511748771,0.8653510396073052,0.48180814946724587,75.70458762666601,0.27602212633588136,0.8026925079023213,0.23820813513839573,1.6769711667719394,1.2491334249814998,332918784,194355200,10465280,431575040,111349760,328552448,159477760,225169408,267083776,95178752,305631232,14639104,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821973,2.640679998074346,47.075988363147204,1.4629029474747575,0.09448852583299164,14.69797511748771,0.7563837471783578,0.48180814946724587,77.92746655395457,0.27602212633588136,0.8026925079023213,0.23820813513839573,1.6769711667719394,0.6590227688886645,332918784,194355200,10465280,431575040,111349760,328552448,159477760,225169408,267083776,95178752,305631232,14639104,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821974,2.640679998074346,70.49749807897574,1.4629029474747575,0.09741740360593704,14.69797511748771,0.7563837471783578,0.48180814946724587,80.15034548124311,0.27602212633588136,0.8026925079023213,0.23820813513839573,1.6769711667719394,0.6590227688886645,332918784,194695168,10465280,431575040,111349760,328552448,159477760,225169408,267083776,95178752,305631232,14639104,209494016,9.966666666666667,17.76666666666667,1,0.4027777777777778,0.027989130434782614,0.0025,1.8939189189189194,0.05835937500000005,0.0045000000000000005,2.4393918918918924,0.0958359375,0.00495
1652821975,2.640679998074346,70.49749807897574,1.4629029474747575,0.10034628137888243,14.69797511748771,0.7563837471783578,0.48180814946724587,100.02955172798458,0.27602212633588136,0.4022738355556359,0.23820813513839573,1.6769711667719394,0.983921846930431,332918784,194695168,10465280,431575040,111349760,328552448,159477760,225169408,267083776,95178752,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821976,2.640679998074346,73.11607170435462,1.4529391504124145,0.10327515915182785,14.69797511748771,0.7563837471783578,0.4737921284531538,79.23896512105479,0.27602212633588136,0.4022738355556359,0.23820813513839573,1.6769711667719394,1.2247566297671424,332918784,194695168,10465280,431575040,111349760,328552448,159490048,225169408,267083776,95178752,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821977,2.640679998074346,73.11607170435462,1.4529391504124145,0.08080188000001777,14.626771020003638,0.7563837471783578,0.473792128453154,77.01608619376626,0.27602212633588136,0.4022738355556359,0.23820813513839573,1.6769711667719394,1.2247566297671424,332918784,194695168,10465280,431575040,110804992,328552448,159490048,225169408,267083776,95178752,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821978,2.640679998074346,73.11607170435462,1.4529391504124145,0.10346846508484224,14.626771020003638,0.7563837471783578,0.473792128453154,74.7932072664777,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,332918784,194695168,10461184,431575040,110804992,328552448,159490048,225169408,267083776,95076352,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821979,2.5446715329151397,73.11607170435462,1.4529391504124145,0.10053958731189683,14.626771020003638,0.7563837471783578,0.473792128453154,100.0077943083801,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821980,2.5446715329151397,73.11607170435462,1.4529391504124145,0.13802994060645177,14.626771020003638,0.7563837471783578,0.473792128453154,100.0077943083801,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305631232,14639104,209551360,9.966666666666667,17.96666666666667,1,0.4027777777777778,0.02690092165898618,0.0025,1.8939189189189194,0.06094202898550729,0.0045000000000000005,2.4393918918918924,0.09609420289855075,0.00495
1652821981,2.5446715329151397,73.11607170435462,1.4529391504124145,0.13802994060645177,14.626771020003638,0.7563837471783578,0.473792128453154,100.0077943083801,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305631232,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821982,2.5711007341310474,73.11607170435462,1.4529391504124145,0.13802994060645177,14.626771020003638,0.7563837471783578,0.473792128453154,100.0077943083801,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305631232,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821983,2.5711007341310474,73.11607170435462,1.4529391504124145,0.13802994060645177,11.471369230815041,0.7563837471783578,0.473792128453154,100.0077943083801,0.2625594981986488,0.7639715220503119,0.23820813513839573,1.6946392144408087,1.2247566297671424,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305631232,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821984,2.5711007341310474,73.11607170435462,1.4529391504124145,0.13802994060645177,11.786259375019023,0.7563837471783578,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.27472788480012844,1.6946392144408087,1.224756629767142,333041664,194695168,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821985,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.7563837471783578,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.27472788480012844,1.6946392144408087,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821986,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.7563837471783578,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.27472788480012844,1.6946392144408087,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821987,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.7563837471783578,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.21315768313145475,1.6946392144408087,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821988,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.8064931245076243,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.2204345520614353,1.6946392144408087,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821989,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.6339573620712933,0.473792128453154,100.0077943083801,0.24817217158185628,0.7639715220503119,0.22771142099141584,1.6946392144408087,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267083776,95076352,305627136,14639104,209551360,9.6,17.96666666666667,1,0.30288461538461536,0.02690092165898618,0.0025,1.755172413793104,0.06094202898550729,0.0045000000000000005,2.4255172413793105,0.09609420289855075,0.00495
1652821990,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,14.170056489179226,0.6160352926377904,0.473792128453154,100.0077943083801,0.25162615869546895,0.7639715220503119,0.23498828992139634,1.6802411802079313,1.224756629767142,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821991,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,11.596380618064023,0.5981132232042876,0.24611964000011236,99.99118636847139,0.25162615869546895,0.7639715220503119,0.2422651588513769,1.6802411802079313,0.9818261522528293,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821992,2.5711007341310474,69.37272835183533,1.4529391504124145,0.13802994060645177,11.281490473860039,0.5801911537707849,0.24611964000011236,99.99118636847139,0.25162615869546895,0.7639715220503119,0.24954202778135742,1.6802411802079313,1.2603645461266646,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821993,2.5711007341310474,69.37272835183533,1.4774429688943795,0.14275310507803868,10.966600329656057,0.5622690843372823,0.24611964000011236,99.99118636847139,0.25162615869546895,0.7639715220503119,0.32745910184912397,1.6802411802079313,0.9799754467650192,333041664,194797568,10461184,431575040,110804992,328552448,159490048,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821994,2.0552665073995224,69.37272835183533,1.4774429688943795,0.14275310507803868,10.651710185452075,0.5443470149037793,0.4717643379366308,99.99118636847139,0.25162615869546895,0.7410341040141075,0.32745910184912397,1.6802411802079313,0.9519673457399821,333041664,194797568,10461184,431575040,110804992,328552448,159502336,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821995,2.512385348200621,39.60642276948219,1.0842640958344887,0.14275310507803868,10.33682004124809,0.5264249454702766,0.4717643379366308,99.99118636847139,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.6802411802079313,0.9239592447149453,333180928,194842624,10461184,431575040,110804992,328552448,159502336,225566720,267214848,95076352,305627136,14381056,209551360,9.6,17.900000000000002,1,0.30288461538461536,0.026854066985645943,0.0025,1.755172413793104,0.06420000000000008,0.0045000000000000005,2.4255172413793105,0.09642000000000003,0.00495
1652821996,1.8438612785467448,41.06678274033437,1.5058758776751329,0.14275310507803868,10.02192989704411,0.5085028760367739,0.4717643379366308,99.99118636847139,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.6802411802079313,0.8959511436899082,333180928,194842624,10461184,431575040,110804992,328552448,159502336,225566720,267214848,95076352,305627136,14381056,209551360,8.766666666666667,17.900000000000002,1,0.2228125,0.026854066985645943,0.0025,1.1396551724137929,0.06420000000000008,0.0045000000000000005,2.3639655172413785,0.09642000000000003,0.00495
1652821997,1.8962239908367706,42.52714271118656,1.5058758776751329,0.14275310507803868,9.707039752840124,0.4905808066032711,0.4717643379366308,99.99271167168689,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.665836283232331,0.8679430426648711,333180928,194842624,10461184,431575040,110804992,328552448,159502336,225820672,267214848,95076352,305627136,14381056,209551360,8.766666666666667,17.900000000000002,1,0.2228125,0.026854066985645943,0.0025,1.1396551724137929,0.06420000000000008,0.0045000000000000005,2.3639655172413785,0.09642000000000003,0.00495
1652821998,2.3563220530511533,43.987502682038745,1.5058758776751329,0.14275310507803868,7.152314755553056,0.47265873716976836,0.4717643379366308,99.99271167168689,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.665836283232331,0.8399349416398342,333180928,194842624,10596352,431575040,110804992,328552448,159502336,225820672,267214848,95076352,305627136,14381056,209551360,8.766666666666667,17.900000000000002,1,0.2228125,0.026854066985645943,0.0025,1.1396551724137929,0.06420000000000008,0.0045000000000000005,2.3639655172413785,0.09642000000000003,0.00495
1652821999,2.3563220530511533,45.44786265289093,1.5058758776751329,0.14275310507803868,9.10218727912708,0.45473666773626564,0.4717643379366308,99.99271167168689,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.665836283232331,0.8119268406147971,333180928,194842624,10596352,431575040,110804992,328552448,159502336,225820672,267214848,95076352,305627136,14381056,209551360,8.766666666666667,17.900000000000002,1,0.2228125,0.026854066985645943,0.0025,1.1396551724137929,0.06420000000000008,0.0045000000000000005,2.3639655172413785,0.09642000000000003,0.00495
1652822000,2.3563220530511533,46.90822262374312,1.5058758776751329,0.10698234923670616,8.781167765861682,0.4368145983027629,0.4717643379366308,99.99271167168689,0.25162615869546895,0.7474026703340668,0.32745910184912397,1.665836283232331,1.4069774476886605,333180928,194842624,10596352,431575040,110804992,328552448,159502336,225820672,267214848,95076352,305627136,14381056,209870848,8.766666666666667,17.900000000000002,1,0.2228125,0.026854066985645943,0.0025,1.1396551724137929,0.06420000000000008,0.0045000000000000005,2.3639655172413785,0.09642000000000003,0.00495
